"New Category Structure from October 15, 2019 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","","Puddings & Dessert Mixes","","257954"
"","","","","Sugar","","257955"
"","","","","Sugar Flowers & Decorations","","183349"
"","","","","Sugar Substitutes","","257956"
"","","","","Syrups","","257957"
"","","","","Yeast & Baking Agents","","257944"
"","","","Breakfast Cereals, Muesli & Oats","","","257958"
"","","","Cereal & Breakfast Bars","","","257959"
"","","","Crackers & Crispbread","","","258503"
"","","","Condiments & Sauces","","","257960"
"","","","","BBQ & Hot Sauces","","257961"
"","","","","Chutney & Relish","","257963"
"","","","","Cooking Sauces","","257964"
"","","","","Dipping Sauces","","257965"
"","","","","Ketchup & Brown Sauces","","257966"
"","","","","Marinades","","257967"
"","","","","Mayo & Salad Creams","","257968"
"","","","","Mustard","","62751"
"","","","","Salad Dressing","","169147"
"","","","","Soy, Oyster, Fish Sauce & Others","","257969"
"","","","","Stock & Gravy","","257970"
"","","","","Vinegar","","48123"
"","","","","Other Sauces","","258027"
"","","","Fruits & Vegetable","","","257971"
"","","","","Dried Fruit & Veg","","257972"
"","","","","Pickles","","257973"
"","","","","Tinned, Jarred & Packaged Fruit & Veg","","257974"
"","","","Herbs, Spices & Seasonings","","","257975"
"","","","","Breadcrumbs & Stuffing","","257976"
"","","","","Herbs & Spices","","257977"
"","","","","","Single","257978"
"","","","","","Mixes","257979"
"","","","","Salt & Pepper","","257980"
"","","","Jam, Honey & Spreads","","","257982"
"","","","","Chocolate & Sweet Spreads","","257983"
"","","","","Honey","","257984"
"","","","","Jams & Preserves","","14311"
"","","","","Nut Butters","","257985"
"","","","","Savoury Spreads","","257986"
"","","","Coconut Milk & Cream","","","257987"
"","","","Longlife Cooking & Baking Fats","","","257988"
"","","","Cooking Oils & Serving Oils","","","257989"
"","","","Pasta, Grains & Cereals","","","257990"
"","","","","Grains & Cereals","","257991"
"","","","","Beans & Pulses","","257992"
"","","","","Pasta & Noodles","","257993"
"","","","","Rice","","257994"
"","","","Prepared Food & Ready Meals","","","257995"
"","","","","Beans & Pulses","","257996"
"","","","","Meal Kits","","257997"
"","","","","Noodles","","257998"
"","","","","Pastas","","257999"
"","","","","Rice","","258000"
"","","","","Soups","","258001"
"","","","","Vegetables & Potatoes","","258002"
"","","","Preserved Meat, Poultry","","","258003"
"","","","","Jerky, Dried & Cured Meats","","258005"
"","","","","Tinned, Jarred & Packaged Meats","","258006"
"","","","Preserved Seafood","","","258007"
"","","","","Dried & Smoked Seafood","","258008"
"","","","","Tinned, Jarred & Packaged Seafood","","258009"
"","","","Longlife Meat Alternatives","","","258501"
"","","","Snacks","","","258010"
"","","","","Cheese Balls & Puffed Snacks","","179183"
"","","","","Chips","","179179"
"","","","","Pretzels & Nibbles","","258011"
"","","","","Nuts, Seeds & Mixes","","258012"
"","","","","Popcorn","","179181"
"","","","","Rice Cakes & Corn Cakes","","179184"
"","","","","Toasted Pastries","","258013"
"","","","","Other Snacks","","179187"
"","","","Sweets & Chocolate","","","258014"
"","","","","Candy","","258015"
"","","","","","Boiled & Hard Sweets","38176"
"","","","","","Gummy, Soft Sweets & Marshmallows","258017"
"","","","","","Gums & Breath Mints","258018"
"","","","","","Liquorice","159890"
"","","","","","Sour & Sherbet","258019"
"","","","","","Other Sweets","258502"
"","","","","Chocolate Blocks","","258021"
"","","","","Chocolate Sweets & Assortments","","258022"
"","","","","Novelty Chocolates","","258024"
"","","","","Cookies & Biscuits","","20473"
"","","","","Toffee, Fudge & Nougat","","258025"
"","","Hampers & Gift Assortments","","","","258026"
"","","Other Food & Beverages","","","","79631"
"","Fresh Cut Flowers","","","","","178069"
"","","Fresh Cut Flower Bouquets","","","","177757"
"","","Bulk Fresh Flowers","","","","178070"
"","Furniture","","","","","3197"
"","","Armoires & Wardrobes","","","","103430"
"","","Bar Carts & Serving Carts","","","","183320"
"","","Bean Bags & Inflatables","","","","48319"
"","","Beds & Mattresses","","","","32254"
"","","","Beds & Bed Frames","","","175758"
"","","","Headboards & Footboards","","","109064"
"","","","Inflatable Mattresses, Airbeds","","","131598"
"","","","Mattresses","","","131588"
"","","","Waterbeds","","","107504"
"","","","Bed & Waterbed Accessories","","","66737"
"","","","Other Beds & Mattresses","","","122759"
"","","Bedroom Sets","","","","20480"
"","","Benches, Stools & Bar Stools","","","","103431"
"","","Bookcases & Shelving","","","","3199"
"","","Cabinets & Cupboards","","","","20487"
"","","CD & Video Racks","","","","22653"
"","","Chairs","","","","54235"
"","","Dining Sets","","","","107578"
"","","Dressers & Chests of Drawers","","","","114397"
"","","Futons, Frames & Covers","","","","131579"
"","","Home Office Desks","","","","88057"
"","","Nightstands","","","","38199"
"","","Ottomans, Footstools & Poufs","","","","20490"
"","","Screens & Room Dividers","","","","31601"
"","","Sideboards & Buffets","","","","183322"
"","","Slipcovers","","","","175754"
"","","Sofas, Armchairs & Couches","","","","38208"
"","","Tables","","","","38204"
"","","Trunks & Chests","","","","125085"
"","","TV Stands & Entertainment Units","","","","20488"
"","","Vanities & Makeup Tables","","","","32878"
"","","Furniture Accessories","","","","34386"
"","","Furniture Parts","","","","179690"
"","","Other Home Furniture","","","","175752"
"","Greeting Cards & Party Supply","","","","","16086"
"","","Gift Baskets","","","","16091"
"","","Gift Wrapping Supplies","","","","102378"
"","","","Cellophane","","","170102"
"","","","Gift Bags","","","102379"
"","","","Gift Boxes","","","102380"
"","","","Gift Tags & Stickers","","","184488"
"","","","Ribbons & Bows","","","102381"
"","","","Tissue Paper","","","102382"
"","","","Wrapping Paper","","","102383"
"","","","Other Gift Wrapping Supplies","","","26382"
"","","Greeting Cards & Invitations","","","","170098"
"","","Party Supplies","","","","3205"
"","","","Attire","","","116101"
"","","","Badges & Pins","","","177758"
"","","","Balloons","","","26384"
"","","","Banners, Bunting & Garlands","","","77517"
"","","","Cake Toppers","","","170165"
"","","","Candles","","","183323"
"","","","Confetti","","","108389"
"","","","Favors & Party Bag Fillers","","","26385"
"","","","Party Gags & Tricks","","","19257"
"","","","Glow Sticks & Glow Jewelry","","","108388"
"","","","Guest Books","","","108383"
"","","","Inflatables","","","177759"
"","","","Party Bags","","","122791"
"","","","Party Decorations","","","170103"
"","","","Party Games & Activities","","","102411"
"","","","Party Tableware & Serveware","","","26388"
"","","","Piñatas","","","177760"
"","","","Complete Party Sets & Kits","","","26394"
"","","","Other Party Supplies","","","3200"
"","","Stationery & Note Pads","","","","177761"
"","","Other Gift & Party Supplies","","","","170115"
"","Holiday & Seasonal Décor","","","","","170090"
"","","Advent Calendars","","","","156813"
"","","Candle Holders","","","","259702"
"","","Candles","","","","168138"
"","","Christmas Crackers","","","","91330"
"","","Christmas Trees","","","","117414"
"","","Figurines","","","","117413"
"","","Linens & Textiles","","","","259703"
"","","Nativity Items","","","","156862"
"","","Nutcrackers","","","","177743"
"","","Ornaments","","","","166725"
"","","Pillows","","","","52346"
"","","Snow Globes","","","","156890"
"","","Stockings & Hangers","","","","170091"
"","","String Lights","","","","38229"
"","","Table Décor & Serving Pieces","","","","52347"
"","","Tree Stands & Skirts","","","","166726"
"","","Wall Décor","","","","166727"
"","","Window Decorations","","","","156844"
"","","Wreaths, Garlands & Plants","","","","117419"
"","","Yard Décor","","","","156812"
"","","Other Holiday & Seasonal Décor","","","","170092"
"","Home Décor","","","","","10033"
"","","Afghans & Throw Blankets","","","","20549"
"","","Ashtrays","","","","74316"
"","","Baskets","","","","125072"
"","","Bookends","","","","20551"
"","","Bottles","","","","36016"
"","","Boxes, Jars & Tins","","","","36017"
"","","Candles","","","","46782"
"","","Candle Holders & Accessories","","","","16102"
"","","Clocks","","","","258031"
"","","","Alarm Clocks & Clock Radios","","","79643"
"","","","Desk, Mantel & Shelf Clocks","","","175753"
"","","","Grandfather Clocks","","","20559"
"","","","Wall Clocks","","","20561"
"","","","Replacement Parts & Tools","","","101408"
"","","","Other Home Décor Clocks","","","20562"
"","","Decals, Stickers & Vinyl Art","","","","159889"
"","","Decorative Fans","","","","41509"
"","","Decorative Fruit & Vegetables","","","","36018"
"","","Decorative Plates & Bowls","","","","36019"
"","","Display Easels","","","","38225"
"","","Doorstops","","","","36022"
"","","Floral Décor","","","","4959"
"","","Frames","","","","79654"
"","","Globes","","","","36023"
"","","Home Fragrances","","","","20552"
"","","Indoor Fountains","","","","20569"
"","","Key & Letter Holders","","","","31586"
"","","Masks","","","","38235"
"","","Message Boards & Holders","","","","41510"
"","","Mirrors","","","","20580"
"","","Pillows","","","","20563"
"","","Plaques & Signs","","","","31587"
"","","Plate Racks & Hangers","","","","31588"
"","","Posters & Prints","","","","41511"
"","","Sculptures & Figurines","","","","36025"
"","","Suncatchers & Mobiles","","","","20578"
"","","Tapestries","","","","38237"
"","","Vases","","","","101415"
"","","Other Home Décor","","","","10034"
"","Home Improvement","","","","","159907"
"","","Building & Hardware","","","","3187"
"","","","Building Plans & Blueprints","","","42130"
"","","","Cabinets, Countertops & Hardware","","","41971"
"","","","","Cabinets","","85879"
"","","","","Cabinet Backplates","","259151"
"","","","","Cabinet Catches & Latches","","259152"
"","","","","Cabinet Door Dampers & Bumpers","","259153"
"","","","","Cabinet Doors & Drawer Fronts","","259154"
"","","","","Cabinet & Drawer Locks","","180961"
"","","","","Cabinet Hinges","","41973"
"","","","","Cabinet Knobs","","259155"
"","","","","Cabinet Pulls","","259156"
"","","","","Countertops","","259157"
"","","","","Countertop Hardware","","259158"
"","","","","Drawer Slides","","134642"
"","","","","Drawer Slide Parts","","259159"
"","","","","Other Cabinet Hardware","","180963"
"","","","Doors & Door Hardware","","","41976"
"","","","","Closet & Sliding Door Hardware","","259160"
"","","","","Doors","","85892"
"","","","","Doorbells","","115975"
"","","","","Doorbell Parts","","259161"
"","","","","Door Closers","","167125"
"","","","","Door Hinges","","66739"
"","","","","Door Knobs & Levers","","180964"
"","","","","Door Knockers","","180965"
"","","","","Door Locks & Lock Mechanisms","","180966"
"","","","","Door Plates","","259162"
"","","","","Door Viewers","","126439"
"","","","","Entry Door Lock Sets","","158456"
"","","","","Latches & Bolts","","180967"
"","","","","Smart Doorbells & Locks","","257925"
"","","","","","Smart Doorbells","185055"
"","","","","","Smart Door Locks","185056"
"","","","","","Smart Doorbell Parts & Accessories","257926"
"","","","","","Smart Door Lock Parts & Accessories","257927"
"","","","","Weather Stripping","","124980"
"","","","","Other Door Hardware","","20593"
"","","","Flooring & Tiles","","","180983"
"","","","","Cork Flooring","","259868"
"","","","","Floor & Wall Tiles","","45800"
"","","","","Floor Tile Medallions","","259163"
"","","","","Garage Flooring","","259164"
"","","","","Laminate Flooring","","259165"
"","","","","Vinyl Flooring","","259166"
"","","","","Wood Flooring","","84221"
"","","","","Floor Transitions","","259167"
"","","","","Flooring Underlayment","","130118"
"","","","","Flooring & Tiling Accessories","","130122"
"","","","","Tile Setting & Waterproofing Materials","","259168"
"","","","","Other Flooring","","20604"
"","","","Garage Doors & Openers","","","180972"
"","","","","Garage Doors","","115699"
"","","","","Garage Door Bearings & Bearing Plates","","259169"
"","","","","Garage Door Cables & Pulls","","259170"
"","","","","Garage Door Frames","","259171"
"","","","","Garage Door Handling & Locks","","259172"
"","","","","Garage Door Hinges","","259173"
"","","","","Garage Door Keypads","","259174"
"","","","","Garage Door Rollers, Sensors & Springs","","259175"
"","","","","Garage Door Screens","","259176"
"","","","","Garage Door Seals & Weather Stripping","","259177"
"","","","","Garage Door Parts & Accs","","179687"
"","","","","Garage Door Remotes","","85899"
"","","","","Garage Door Opener Systems","","85898"
"","","","","Gate Opener Systems","","259178"
"","","","","Opener Parts & Accessories","","179688"
"","","","","Smart Garage Door Openers","","185057"
"","","","","Smart Garage Door Opener Parts & Accessories","","257928"
"","","","","Other Garage Door Equipment","","180973"
"","","","Gutters, Gutter Guards & Downspouts","","","259231"
"","","","","Gutter Components","","259232"
"","","","","Gutter Guards","","259233"
"","","","","Downspout Extensions","","259234"
"","","","","Gutter Accessories","","259235"
"","","","Lettering & Numbering Hardware","","","259222"
"","","","Lumber & Composites","","","180969"
"","","","","Boards","","259179"
"","","","","Lumber","","180970"
"","","","","Studs","","259180"
"","","","","Wall Paneling & Wainscoting","","30562"
"","","","","Wood Composite Panels & Sheets","","180971"
"","","","","Wood Veneer Sheets","","126201"
"","","","","Other Lumber & Composites","","30564"
"","","","Mailboxes, Slots & Hardware","","","259223"
"","","","","Mailboxes & Slots","","259224"
"","","","","Mailbox Hardware & Accessories","","259184"
"","","","Molding & Millwork","","","259249"
"","","","","Accents & Trim","","259250"
"","","","","Baseboard Molding","","259251"
"","","","","Chair Rail Molding","","259252"
"","","","","Corbels & Supports","","259337"
"","","","","Crown Molding","","259253"
"","","","","Window & Door Trim","","259254"
